Order ID,Order Date,Store ID,Product ID,Quantity,Unit Price,Discount,Net Sales,COGS
O000114,2024-01-09,ST05,AP02,1,299.0,0.0,299.0,137.54
O000115,2024-01-09,ST02,CL01,1,79.0,0.0,79.0,39.5
O000116,2024-01-09,ST04,CK01,3,89.0,0.0,267.0,133.5
O000117,2024-01-09,ST03,AP02,1,299.0,0.1,269.1,137.54
O000118,2024-01-09,ST10,AC02,1,45.0,0.2,36.0,17.1
O000119,2024-01-09,ST12,AP01,1,249.0,0.1,224.1,109.56
O000120,2024-01-09,ST10,AC05,2,35.0,0.2,56.0,23.1
O000121,2024-01-09,ST12,FW03,2,169.0,0.1,304.2,165.62
O000122,2024-01-09,ST11,AP03,1,99.0,0.0,99.0,39.6
O000123,2024-01-09,ST09,CK02,1,59.0,0.0,59.0,26.55
O000124,2024-01-09,ST11,AC01,1,49.0,0.0,49.0,19.6
O000125,2024-01-10,ST09,AP03,1,99.0,0.1,89.1,39.6
O000126,2024-01-10,ST09,AC04,1,139.0,0.0,139.0,62.55
O000127,2024-01-10,ST02,FW03,3,169.0,0.0,507.0,248.43
O000128,2024-01-10,ST01,AP01,1,249.0,0.1,224.1,109.56
O000129,2024-01-10,ST12,AP04,2,89.0,0.0,178.0,74.76
O000130,2024-01-10,ST04,FW01,1,149.0,0.1,134.1,71.52
O000131,2024-01-10,ST04,FW01,1,149.0,0.0,149.0,71.52
O000132,2024-01-10,ST06,AC01,3,49.0,0.1,132.3,58.8
O000133,2024-01-10,ST08,AP03,1,99.0,0.1,89.1,39.6
O000134,2024-01-10,ST12,AC01,2,49.0,0.0,98.0,39.2
O000135,2024-01-10,ST12,CL02,1,229.0,0.0,229.0,125.95
O000136,2024-01-10,ST01,CL04,1,24.0,0.1,21.6,8.4
O000137,2024-01-10,ST01,AC05,1,35.0,0.0,35.0,11.55
O000138,2024-01-10,ST11,TG02,2,429.0,0.0,858.0,471.9
O000139,2024-01-11,ST11,AP04,1,89.0,0.0,89.0,37.38
O000140,2024-01-11,ST09,CL02,1,229.0,0.0,229.0,125.95
O000141,2024-01-11,ST04,AP05,1,89.0,0.0,89.0,33.82
O000142,2024-01-11,ST04,AC05,1,35.0,0.0,35.0,11.55
O000143,2024-01-11,ST05,FW03,1,169.0,0.0,169.0,82.81
O000144,2024-01-11,ST11,AP02,1,299.0,0.2,239.2,137.54
O000145,2024-01-11,ST05,FW03,1,169.0,0.0,169.0,82.81
O000146,2024-01-11,ST11,AC03,1,129.0,0.0,129.0,60.63
O000147,2024-01-11,ST07,FW03,1,169.0,0.1,152.1,82.81
O000148,2024-01-11,ST11,AP01,2,249.0,0.1,448.2,219.12
O000149,2024-01-11,ST05,AC05,1,35.0,0.0,35.0,11.55
O000150,2024-01-11,ST04,AP05,1,89.0,0.0,89.0,33.82
O000151,2024-01-11,ST08,AP01,1,249.0,0.0,249.0,109.56
O000152,2024-01-11,ST11,TG02,1,429.0,0.0,429.0,235.95
O000153,2024-01-12,ST01,AP03,3,99.0,0.0,297.0,118.8
O000154,2024-01-12,ST01,FW01,1,149.0,0.0,149.0,71.52
O000155,2024-01-12,ST09,FW01,1,149.0,0.1,134.1,71.52
O000156,2024-01-12,ST04,AP02,1,299.0,0.2,239.2,137.54
O000157,2024-01-12,ST10,AC03,3,129.0,0.1,348.3,181.89
O000158,2024-01-12,ST09,AP03,1,99.0,0.0,99.0,39.6
O000159,2024-01-12,ST05,CL04,1,24.0,0.1,21.6,8.4
O000160,2024-01-12,ST10,AC05,1,35.0,0.0,35.0,11.55
O000161,2024-01-12,ST10,AP02,1,299.0,0.2,239.2,137.54
O000162,2024-01-12,ST04,CL02,1,229.0,0.1,206.1,125.95
O000163,2024-01-12,ST01,AP01,2,249.0,0.1,448.2,219.12
O000164,2024-01-12,ST05,CL03,1,39.0,0.1,35.1,16.38
O000165,2024-01-12,ST08,AC05,1,35.0,0.1,31.5,11.55
O000166,2024-01-12,ST03,AC04,2,139.0,0.1,250.2,125.1
O000167,2024-01-12,ST04,CK01,1,89.0,0.0,89.0,44.5
O000168,2024-01-12,ST09,CL03,2,39.0,0.0,78.0,32.76
O000169,2024-01-13,ST02,SB01,1,279.0,0.2,223.2,145.08
O000170,2024-01-13,ST01,FW02,1,219.0,0.1,197.1,109.5
O000171,2024-01-13,ST08,SB02,1,119.0,0.0,119.0,57.12
O000172,2024-01-13,ST06,AP02,1,299.0,0.0,299.0,137.54
O000173,2024-01-13,ST01,AP01,1,249.0,0.2,199.2,109.56
O000174,2024-01-13,ST11,CL01,1,79.0,0.0,79.0,39.5
O000175,2024-01-13,ST08,AP04,1,89.0,0.0,89.0,37.38
O000176,2024-01-13,ST09,AP04,1,89.0,0.0,89.0,37.38
O000177,2024-01-13,ST05,CL03,1,39.0,0.0,39.0,16.38
O000178,2024-01-13,ST11,AP05,1,89.0,0.1,80.1,33.82
O000179,2024-01-13,ST05,AC02,2,45.0,0.2,72.0,34.2
O000180,2024-01-13,ST06,AP03,1,99.0,0.2,79.2,39.6
O000181,2024-01-13,ST10,AC03,1,129.0,0.1,116.1,60.63
O000182,2024-01-13,ST03,AP05,1,89.0,0.2,71.2,33.82
O000183,2024-01-13,ST04,AC03,1,129.0,0.1,116.1,60.63
O000184,2024-01-13,ST04,FW01,1,149.0,0.0,149.0,71.52
O000185,2024-01-13,ST10,SB02,2,119.0,0.2,190.4,114.24
O000186,2024-01-13,ST03,SB02,1,119.0,0.0,119.0,57.12
O000187,2024-01-13,ST09,CK01,1,89.0,0.1,80.1,44.5
O000188,2024-01-14,ST03,AC05,1,35.0,0.0,35.0,11.55
O000189,2024-01-14,ST04,FW02,1,219.0,0.2,175.2,109.5
O000190,2024-01-14,ST01,AP02,1,299.0,0.0,299.0,137.54
O000191,2024-01-14,ST02,SB01,1,279.0,0.0,279.0,145.08
O000192,2024-01-14,ST10,AC04,1,139.0,0.1,125.1,62.55
O000193,2024-01-14,ST10,CL03,2,39.0,0.2,62.4,32.76
O000194,2024-01-14,ST05,AP04,1,89.0,0.0,89.0,37.38
O000195,2024-01-14,ST07,TG01,1,349.0,0.0,349.0,202.42
O000196,2024-01-14,ST01,CL01,1,79.0,0.0,79.0,39.5
O000197,2024-01-14,ST11,AP05,1,89.0,0.2,71.2,33.82
O000198,2024-01-14,ST10,AP02,1,299.0,0.0,299.0,137.54
O000199,2024-01-14,ST11,FW01,1,149.0,0.0,149.0,71.52
O000200,2024-01-14,ST03,TG01,2,349.0,0.0,698.0,404.84
O000201,2024-01-14,ST09,AC02,2,45.0,0.0,90.0,34.2
O000202,2024-01-14,ST05,FW04,2,69.0,0.1,124.2,55.2
O000203,2024-01-14,ST10,AP03,1,99.0,0.0,99.0,39.6
O000204,2024-01-15,ST05,AC03,1,129.0,0.0,129.0,60.63
O000205,2024-01-15,ST05,AP01,1,249.0,0.0,249.0,109.56
O000206,2024-01-15,ST06,AC05,1,35.0,0.1,31.5,11.55
O000207,2024-01-15,ST11,TG02,1,429.0,0.2,343.2,235.95
O000208,2024-01-15,ST11,AP01,1,249.0,0.0,249.0,109.56
O000209,2024-01-15,ST10,AP02,1,299.0,0.1,269.1,137.54
O000210,2024-01-15,ST11,CL01,2,79.0,0.1,142.2,79.0
O000211,2024-01-15,ST11,FW02,2,219.0,0.1,394.2,219.0
O000212,2024-01-15,ST01,AC05,3,35.0,0.2,84.0,34.65
O000213,2024-01-15,ST02,FW01,1,149.0,0.2,119.2,71.52
O000214,2024-01-15,ST03,AC04,1,139.0,0.0,139.0,62.55
O000215,2024-01-15,ST09,AP04,1,89.0,0.0,89.0,37.38
O000216,2024-01-16,ST10,AP05,1,89.0,0.2,71.2,33.82
O000217,2024-01-16,ST05,AP01,1,249.0,0.1,224.1,109.56
O000218,2024-01-16,ST03,CL03,1,39.0,0.0,39.0,16.38
O000219,2024-01-16,ST10,AP02,1,299.0,0.0,299.0,137.54
O000220,2024-01-16,ST11,CL01,1,79.0,0.0,79.0,39.5
O000221,2024-01-16,ST11,FW02,1,219.0,0.1,197.1,109.5
O000222,2024-01-16,ST10,CK01,1,89.0,0.2,71.2,44.5
O000223,2024-01-16,ST11,AC02,1,45.0,0.0,45.0,17.1
O000224,2024-01-16,ST09,AP03,1,99.0,0.0,99.0,39.6
O000225,2024-01-16,ST11,CL02,1,229.0,0.1,206.1,125.95
O000226,2024-01-16,ST01,FW01,2,149.0,0.0,298.0,143.04
O000227,2024-01-16,ST04,TG02,1,429.0,0.2,343.2,235.95
O000228,2024-01-16,ST03,AP05,2,89.0,0.0,178.0,67.64
O000229,2024-01-16,ST01,AC02,1,45.0,0.2,36.0,17.1
O000230,2024-01-16,ST11,AC01,1,49.0,0.0,49.0,19.6
O000231,2024-01-16,ST12,AP01,1,249.0,0.1,224.1,109.56
O000232,2024-01-17,ST10,FW03,2,169.0,0.2,270.4,165.62
O000233,2024-01-17,ST11,AP01,1,249.0,0.2,199.2,109.56
O000234,2024-01-17,ST12,TG01,2,349.0,0.0,698.0,404.84
O000235,2024-01-17,ST05,AP01,1,249.0,0.1,224.1,109.56
O000236,2024-01-17,ST09,AP04,1,89.0,0.0,89.0,37.38
O000237,2024-01-17,ST11,TG01,2,349.0,0.1,628.2,404.84
O000238,2024-01-17,ST08,AC04,1,139.0,0.2,111.2,62.55
O000239,2024-01-17,ST11,AP05,1,89.0,0.2,71.2,33.82
O000240,2024-01-17,ST08,AP05,1,89.0,0.0,89.0,33.82
O000241,2024-01-17,ST09,AC02,1,45.0,0.2,36.0,17.1
O000242,2024-01-17,ST11,SB01,2,279.0,0.0,558.0,290.16
O000243,2024-01-17,ST06,SB01,3,279.0,0.0,837.0,435.24
O000244,2024-01-18,ST05,CL02,1,229.0,0.0,229.0,125.95
O000245,2024-01-18,ST03,AP05,2,89.0,0.0,178.0,67.64
O000246,2024-01-18,ST10,AC03,1,129.0,0.2,103.2,60.63
O000247,2024-01-18,ST01,CL03,1,39.0,0.0,39.0,16.38
O000248,2024-01-18,ST09,FW03,1,169.0,0.0,169.0,82.81
O000249,2024-01-18,ST01,AC02,1,45.0,0.2,36.0,17.1
O000250,2024-01-18,ST06,AP03,1,99.0,0.0,99.0,39.6
O000251,2024-01-18,ST06,AC05,2,35.0,0.0,70.0,23.1
O000252,2024-01-18,ST02,CK01,3,89.0,0.0,267.0,133.5
O000253,2024-01-18,ST03,AP01,2,249.0,0.0,498.0,219.12
O000254,2024-01-18,ST12,FW01,1,149.0,0.2,119.2,71.52
O000255,2024-01-18,ST08,CK02,1,59.0,0.0,59.0,26.55
O000256,2024-01-18,ST12,FW03,1,169.0,0.0,169.0,82.81
O000257,2024-01-19,ST04,AP04,1,89.0,0.0,89.0,37.38
O000258,2024-01-19,ST08,AP01,1,249.0,0.1,224.1,109.56
O000259,2024-01-19,ST04,AP04,1,89.0,0.2,71.2,37.38
O000260,2024-01-19,ST06,CL01,2,79.0,0.1,142.2,79.0
O000261,2024-01-19,ST12,CL01,1,79.0,0.2,63.2,39.5
O000262,2024-01-19,ST11,AP05,1,89.0,0.1,80.1,33.82
O000263,2024-01-19,ST04,AP02,1,299.0,0.0,299.0,137.54
O000264,2024-01-20,ST11,AC02,1,45.0,0.2,36.0,17.1
O000265,2024-01-20,ST11,AC03,1,129.0,0.1,116.1,60.63
O000266,2024-01-20,ST04,AP02,1,299.0,0.1,269.1,137.54
O000267,2024-01-20,ST01,AP05,1,89.0,0.0,89.0,33.82
O000268,2024-01-20,ST07,AP04,1,89.0,0.0,89.0,37.38
O000269,2024-01-20,ST11,FW04,1,69.0,0.2,55.2,27.6
O000270,2024-01-20,ST09,AP03,1,99.0,0.0,99.0,39.6
O000271,2024-01-20,ST01,CK01,2,89.0,0.2,142.4,89.0
O000272,2024-01-20,ST10,AP04,1,89.0,0.2,71.2,37.38
O000273,2024-01-20,ST01,AP04,2,89.0,0.1,160.2,74.76
O000274,2024-01-20,ST10,AC03,1,129.0,0.1,116.1,60.63
O000275,2024-01-20,ST10,TG02,1,429.0,0.1,386.1,235.95
O000276,2024-01-20,ST06,CL02,1,229.0,0.0,229.0,125.95
O000277,2024-01-20,ST02,AP03,1,99.0,0.1,89.1,39.6
O000278,2024-01-20,ST02,AP03,1,99.0,0.1,89.1,39.6
O000279,2024-01-20,ST07,AP03,1,99.0,0.0,99.0,39.6
O000280,2024-01-20,ST01,FW02,2,219.0,0.2,350.4,219.0
O000281,2024-01-20,ST08,AC02,1,45.0,0.2,36.0,17.1
O000282,2024-01-20,ST11,TG01,3,349.0,0.2,837.6,607.26
O000283,2024-01-20,ST08,CL02,3,229.0,0.2,549.6,377.85
O000284,2024-01-20,ST11,AC02,1,45.0,0.0,45.0,17.1
O000285,2024-01-21,ST09,AC02,2,45.0,0.2,72.0,34.2
O000286,2024-01-21,ST10,AP05,1,89.0,0.2,71.2,33.82
O000287,2024-01-21,ST02,AP01,3,249.0,0.1,672.3,328.68
O000288,2024-01-21,ST03,AP02,2,299.0,0.0,598.0,275.08
O000289,2024-01-21,ST02,FW01,3,149.0,0.2,357.6,214.56
O000290,2024-01-21,ST01,AC04,3,139.0,0.1,375.3,187.65
O000291,2024-01-21,ST08,AC02,1,45.0,0.0,45.0,17.1
O000292,2024-01-21,ST02,AC01,1,49.0,0.0,49.0,19.6
O000293,2024-01-21,ST04,TG02,1,429.0,0.1,386.1,235.95
O000294,2024-01-21,ST10,AC04,1,139.0,0.1,125.1,62.55
O000295,2024-01-21,ST12,AP04,1,89.0,0.2,71.2,37.38
O000296,2024-01-21,ST07,CK02,1,59.0,0.2,47.2,26.55
O000297,2024-01-21,ST02,FW02,2,219.0,0.0,438.0,219.0
O000298,2024-01-21,ST04,AP01,1,249.0,0.0,249.0,109.56
O000299,2024-01-21,ST03,AC05,1,35.0,0.0,35.0,11.55
O000300,2024-01-21,ST05,AP01,1,249.0,0.0,249.0,109.56
O000301,2024-01-22,ST03,AC04,1,139.0,0.0,139.0,62.55
O000302,2024-01-22,ST03,AC05,1,35.0,0.1,31.5,11.55
O000303,2024-01-22,ST07,AP05,2,89.0,0.1,160.2,67.64
O000304,2024-01-22,ST11,AP05,2,89.0,0.0,178.0,67.64
O000305,2024-01-22,ST04,AC05,2,35.0,0.1,63.0,23.1
O000306,2024-01-22,ST09,AP01,1,249.0,0.2,199.2,109.56
O000307,2024-01-22,ST07,AC02,1,45.0,0.2,36.0,17.1
O000308,2024-01-22,ST06,AP03,1,99.0,0.0,99.0,39.6
O000309,2024-01-22,ST06,CL02,2,229.0,0.2,366.4,251.9
O000310,2024-01-23,ST01,AP05,2,89.0,0.2,142.4,67.64
O000311,2024-01-23,ST08,TG02,3,429.0,0.1,1158.3,707.85
O000312,2024-01-23,ST01,AP05,2,89.0,0.0,178.0,67.64
O000313,2024-01-23,ST01,AP03,3,99.0,0.1,267.3,118.8
O000314,2024-01-23,ST01,AP02,1,299.0,0.0,299.0,137.54
O000315,2024-01-23,ST04,AC04,2,139.0,0.2,222.4,125.1
O000316,2024-01-23,ST11,FW02,3,219.0,0.0,657.0,328.5
O000317,2024-01-23,ST08,CL02,1,229.0,0.1,206.1,125.95
O000318,2024-01-23,ST03,AP04,2,89.0,0.0,178.0,74.76
O000319,2024-01-23,ST11,FW03,1,169.0,0.1,152.1,82.81
O000320,2024-01-23,ST04,CL01,2,79.0,0.0,158.0,79.0
O000321,2024-01-24,ST10,FW01,1,149.0,0.2,119.2,71.52
O000322,2024-01-24,ST02,AC02,2,45.0,0.1,81.0,34.2
O000323,2024-01-24,ST03,AC04,3,139.0,0.1,375.3,187.65
O000324,2024-01-24,ST11,AP05,2,89.0,0.0,178.0,67.64
O000325,2024-01-24,ST02,FW02,1,219.0,0.1,197.1,109.5
O000326,2024-01-24,ST05,AP03,1,99.0,0.1,89.1,39.6
O000327,2024-01-24,ST02,AP04,1,89.0,0.1,80.1,37.38
O000328,2024-01-24,ST02,CL04,1,24.0,0.0,24.0,8.4
O000329,2024-01-24,ST11,FW03,3,169.0,0.1,456.3,248.43
O000330,2024-01-24,ST05,AP02,1,299.0,0.1,269.1,137.54
O000331,2024-01-24,ST04,SB01,1,279.0,0.0,279.0,145.08
O000332,2024-01-24,ST03,TG02,1,429.0,0.0,429.0,235.95
O000333,2024-01-24,ST01,CK01,1,89.0,0.0,89.0,44.5
O000334,2024-01-24,ST04,AP05,1,89.0,0.0,89.0,33.82
O000335,2024-01-24,ST05,AP02,1,299.0,0.0,299.0,137.54
O000336,2024-01-25,ST03,AC01,1,49.0,0.1,44.1,19.6
O000337,2024-01-25,ST08,AC02,1,45.0,0.0,45.0,17.1
O000338,2024-01-25,ST12,AP05,2,89.0,0.0,178.0,67.64
O000339,2024-01-25,ST05,CK01,1,89.0,0.1,80.1,44.5
O000340,2024-01-25,ST09,FW02,1,219.0,0.0,219.0,109.5
O000341,2024-01-25,ST01,SB01,1,279.0,0.1,251.1,145.08
O000342,2024-01-25,ST11,FW02,2,219.0,0.0,438.0,219.0
O000343,2024-01-25,ST10,AP04,1,89.0,0.0,89.0,37.38
O000344,2024-01-25,ST10,CL03,1,39.0,0.0,39.0,16.38
O000345,2024-01-25,ST06,TG01,2,349.0,0.2,558.4,404.84
O000346,2024-01-25,ST02,CK01,1,89.0,0.0,89.0,44.5
O000347,2024-01-26,ST04,CL02,1,229.0,0.0,229.0,125.95
O000348,2024-01-26,ST09,AC04,3,139.0,0.0,417.0,187.65
O000349,2024-01-26,ST11,FW01,1,149.0,0.1,134.1,71.52
O000350,2024-01-26,ST05,CK02,1,59.0,0.0,59.0,26.55
O000351,2024-01-26,ST01,AC01,1,49.0,0.1,44.1,19.6
O000352,2024-01-26,ST10,CL04,1,24.0,0.0,24.0,8.4
O000353,2024-01-26,ST01,AP05,1,89.0,0.1,80.1,33.82
O000354,2024-01-26,ST09,CL03,1,39.0,0.1,35.1,16.38
O000355,2024-01-26,ST11,CK01,2,89.0,0.0,178.0,89.0
O000356,2024-01-26,ST10,AP05,1,89.0,0.1,80.1,33.82
O000357,2024-01-26,ST04,CL03,2,39.0,0.0,78.0,32.76
O000358,2024-01-26,ST10,AC01,1,49.0,0.2,39.2,19.6
O000359,2024-01-26,ST08,CK02,1,59.0,0.2,47.2,26.55
O000360,2024-01-26,ST04,AC04,1,139.0,0.0,139.0,62.55
O000361,2024-01-27,ST03,AC05,1,35.0,0.0,35.0,11.55
O000362,2024-01-27,ST04,AC04,1,139.0,0.0,139.0,62.55
O000363,2024-01-27,ST08,AP01,3,249.0,0.1,672.3,328.68
O000364,2024-01-27,ST10,AP01,1,249.0,0.0,249.0,109.56
O000365,2024-01-27,ST11,AC01,1,49.0,0.1,44.1,19.6
O000366,2024-01-27,ST11,AC03,1,129.0,0.0,129.0,60.63
O000367,2024-01-27,ST05,AP05,1,89.0,0.1,80.1,33.82
O000368,2024-01-27,ST04,FW02,1,219.0,0.2,175.2,109.5
O000369,2024-01-27,ST05,AP04,1,89.0,0.1,80.1,37.38
O000370,2024-01-27,ST09,AP03,1,99.0,0.0,99.0,39.6
O000371,2024-01-27,ST07,AC04,1,139.0,0.1,125.1,62.55
O000372,2024-01-27,ST06,AP02,1,299.0,0.0,299.0,137.54
O000373,2024-01-27,ST11,AP04,2,89.0,0.0,178.0,74.76
O000374,2024-01-27,ST11,AP02,1,299.0,0.0,299.0,137.54
O000375,2024-01-27,ST01,AP01,3,249.0,0.0,747.0,328.68
